-0.410048 -5.55812
-0.80718 -10.9412
-1.18311 -16.0368
-1.52085 -20.6149
-1.39705 -18.9367
-1.2544 -17.0032
-1.13204 -15.3446
-1.0822 -14.669
-1.11802 -15.1546
-1.19705 -16.2257
-1.25365 -16.993
-1.24483 -16.8734
-1.16547 -15.7978
-1.06072 -14.3778
-0.984553 -13.3454
-0.952277 -12.9079
-0.948813 -12.861
-0.937983 -12.7142
-0.90141 -12.2184
-0.841856 -11.4112
-0.791036 -10.7223
-0.758086 -10.2757
-0.723581 -9.80801
-0.683212 -9.26082
-0.632309 -8.57084
-0.578164 -7.83691
-0.536867 -7.27714
-0.507132 -6.87409
-0.481337 -6.52444
-0.461665 -6.25779
-0.450759 -6.10996
-0.441126 -5.97939
-0.43478 -5.89336
-0.425573 -5.76857
-0.411063 -5.57189
-0.391769 -5.31036
-0.368024 -4.9885
-0.341589 -4.63019
-0.319816 -4.33505
-0.306568 -4.15548
-0.299674 -4.06203
-0.29234 -3.96262
-0.277837 -3.76604
-0.256406 -3.47554
-0.230643 -3.12633
-0.209671 -2.84206
-0.194799 -2.64047
-0.183602 -2.48869
-0.174379 -2.36367
-0.167193 -2.26627
-0.164309 -2.22719
-0.166446 -2.25615
-0.171008 -2.31799
-0.172914 -2.34382
-0.170175 -2.3067
-0.160309 -2.17297
-0.148634 -2.01471
-0.137257 -1.8605
-0.128552 -1.7425
-0.124584 -1.68872
-0.119194 -1.61565
-0.112428 -1.52395
-0.103082 -1.39726
-0.0929607 -1.26007
-0.0880402 -1.19337
-0.0885791 -1.20067
-0.0936922 -1.26998
-0.100729 -1.36537
-0.105707 -1.43284
-0.105932 -1.43589
-0.100457 -1.36167
-0.0912233 -1.23652
-0.0799985 -1.08437
-0.0705475 -0.95626
-0.0645569 -0.875057
-0.0606041 -0.821478
-0.0590545 -0.800474
-0.0583738 -0.791246
-0.0564088 -0.764612
-0.0542638 -0.735536
-0.0516044 -0.699489
-0.0490827 -0.665307
-0.047765 -0.647447
-0.0461959 -0.626177
-0.0435073 -0.589734
-0.0394583 -0.534851
-0.0347902 -0.471575
-0.0311309 -0.421975
-0.028912 -0.391896
-0.0278272 -0.377192
-0.0266036 -0.360607
-0.0242768 -0.329068
-0.0214741 -0.291077
-0.0189348 -0.256658
-0.0173852 -0.235653
-0.0170888 -0.231636
-0.0171364 -0.232281
-0.017123 -0.232099
-0.0170136 -0.230617
-0.016847 -0.228358
-0.0165424 -0.22423
-0.0161147 -0.218432
-0.015592 -0.211347
-0.0149401 -0.202511
-0.014546 -0.197168
-0.0142555 -0.193231
-0.0141421 -0.191694
0.302453 0.315109
1.62459 2.43042
3.91525 6.09488
7.28628 11.4913
10.9009 17.279
13.4533 21.3685
14.7328 23.4246
14.6198 23.2532
13.6674 21.7393
12.4637 19.8246
11.3178 18.0021
10.3583 16.4759
9.53393 15.1646
8.88774 14.1368
8.2761 13.1639
7.67668 12.2105
7.14273 11.3612
6.73641 10.7149
6.59476 10.4896
6.54033 10.403
6.50511 10.347
6.37268 10.1364
6.09795 9.69937
5.72953 9.11337
5.34221 8.4973
4.96997 7.90521
4.61866 7.34642
4.37294 6.95558
4.16117 6.61874
3.92727 6.2467
3.66762 5.8337
3.3383 5.30988
2.95154 4.69471
2.60256 4.13962
2.33308 3.71099
2.1336 3.3937
2.0514 3.26295
2.07356 3.2982
2.10006 3.34034
2.09991 3.34011
2.03397 3.23522
1.89505 3.01425
1.75346 2.78905
1.64752 2.62053
1.57947 2.5123
1.52162 2.42028
1.44703 2.30164
1.35966 2.16267
1.26726 2.0157
1.16696 1.85616
1.07334 1.70726
0.969762 1.5425
0.862221 1.37145
0.770863 1.22613
0.69469 1.10497
0.651743 1.03666
0.641811 1.02086
0.652995 1.03865
0.661213 1.05172
0.649981 1.03386
0.610965 0.971799
0.547213 0.870395
0.477806 0.759997
0.415382 0.660705
0.366622 0.583147
0.338859 0.538988
0.31992 0.508864
0.299741 0.476768
0.27558 0.438336
0.249517 0.396881
0.232309 0.369509
0.224073 0.35641
0.221883 0.352926
0.22053 0.350774
0.213679 0.339877
0.203712 0.324023
0.194709 0.309703
0.186813 0.297144
0.182644 0.290512
0.177258 0.281946
0.168661 0.268272
0.160125 0.254695
0.151571 0.241089
0.146138 0.232447
0.142182 -0.196494
0.136094 -1.9227
0.127328 -4.87059
0.113635 -9.08744
0.0988648 -13.4071
0.0863798 -16.4174
0.0769851 -18.1065
0.0724539 -18.2844
0.0699237 -17.8121
0.0684298 -17.3069
0.0677122 -16.9962
0.0680533 -16.9537
0.0680097 -16.8202
0.0673604 -16.5319
0.0665823 -16.2054
0.0661077 -15.9436
0.0662128 -15.8241
0.0658629 -15.6043
0.0637372 -14.9703
0.0599797 -13.9626
0.0553266 -12.7621
0.05028 -11.4967
0.0456939 -10.3638
0.0417764 -9.39999
0.0391313 -8.73157
0.0384169 -8.50216
0.0381391 -8.37312
0.0375332 -8.17747
0.0363334 -7.85398
0.0347675 -7.45004
0.0339398 -7.20637
0.0336307 -7.07818
0.0330137 -6.8912
0.0319044 -6.60415
0.0298891 -6.13397
0.0279211 -5.6789
0.0265534 -5.35187
0.0255134 -5.09507
0.0250059 -4.95296
0.0241703 -4.75013
0.0227716 -4.44173
0.0210059 -4.0672
0.0192952 -3.70394
0.0182836 -3.478
0.0179912 -3.39211
0.0180324 -3.37201
0.0178423 -3.30989
0.0172116 -3.16664
0.0163216 -2.97686
0.0154223 -2.78778
0.014671 -2.62866
0.0141433 -2.5118
0.0137107 -2.41486
0.0133166 -2.32625
0.0128245 -2.22276
0.0121119 -2.08311
0.0113697 -1.93892
0.0107083 -1.81005
0.0102321 -1.71447
0.00974376 -1.61962
0.00901393 -1.48747
0.00816046 -1.33681
0.00736582 -1.19709
0.0069389 -1.11839
0.00693595 -1.10974
0.00706 -1.12172
0.00715061 -1.1282
0.00711424 -1.11422
0.00701759 -1.08979
0.00691217 -1.06428
0.0067756 -1.03442
0.00656622 -0.993933
0.00625109 -0.938491
0.00590632 -0.879525
0.00556919 -0.822505
0.00529276 -0.77531
0.00506908 -0.736223
0.00479792 -0.69121
0.00445201 -0.636737
0.00401529 -0.570194
0.00352837 -0.497591
0.00309884 -0.434173
0.00279142 -0.388387
0.00260832 -0.360628
0.00255203 -0.350691
0.00259966 -0.355107
0.00264231 -0.358879
0.00264765 -0.357528
0.0026116 -0.350551
0.00251817 -0.335785
0.00243372 -0.322348
0.00237793 -0.313004
0.0023095 -0.302159
0.00224159 -0.291486
0.00217192 -0.280691
0.00209647 -0.269121
0.00201481 -0.256984
0.00190307 -0.241283
0.0017621 -0.222104
0.0016212 -0.203119
0.00154991 -0.192914
-0.00143038 -0.142489
-0.0406727 0.503694
-0.119215 1.80585
-0.24152 3.85239
-0.392212 6.39231
-0.513042 8.45307
-0.581782 9.66321
-0.604446 10.1142
-0.591237 9.96912
-0.568231 9.6653
-0.557136 9.55709
-0.533887 9.23415
-0.503687 8.78356
-0.468455 8.23775
-0.428933 7.6106
-0.398611 7.13159
-0.370368 6.67858
-0.344568 6.26063
-0.319769 5.85623
-0.298148 5.50771
-0.280388 5.22238
-0.262246 4.92372
-0.244293 4.62304
-0.227088 4.33353
-0.214676 4.13241
-0.205912 3.99718
-0.198795 3.89102
-0.190503 3.76028
-0.179416 3.57228
-0.168159 3.37749
-0.15633 3.16775
-0.144969 2.9642
-0.135547 2.79669
-0.126067 2.62417
-0.116177 2.43874
-0.105379 2.2305
-0.0946973 2.02078
-0.085281 1.83447
-0.0777128 1.68454
-0.0724407 1.58186
-0.0684119 1.50603
-0.0668635 1.48446
-0.0666594 1.49259
-0.0658851 1.48759
-0.0638933 1.45433
-0.0601246 1.37976
-0.0553837 1.28222
-0.0511186 1.19395
-0.0473489 1.11536
-0.0434023 1.03158
-0.039565 0.948551
-0.035857 0.86727
-0.0321485 0.784166
-0.0287853 0.70781
-0.0255813 0.633699
-0.0223367 0.557227
-0.0197335 0.495587
-0.0175869 0.444433
-0.0162551 0.413293
-0.0158055 0.404318
-0.0158075 0.406843
-0.0159344 0.412622
-0.0157383 0.410005
-0.0150147 0.393513
-0.0139778 0.368733
-0.0128879 0.342231
-0.0119021 0.318091
-0.0111541 0.299948
-0.0105365 0.285135
-0.0102213 0.278422
-0.0101449 0.27804
-0.0100733 0.277757
-0.00980766 0.272024
-0.00926927 0.25862
-0.00852438 0.239305
-0.00774131 0.218654
-0.042532 0.120708
-0.243243 -0.35435
-0.630376 -1.25244
-1.19948 -2.55966
-1.86181 -4.06784
-2.34198 -5.147
-2.63633 -5.78517
-2.73125 -5.96257
-2.64781 -5.73566
-2.53387 -5.44376
-2.37201 -5.05346
-2.19727 -4.63777
-2.0445 -4.27582
-1.89938 -3.93685
-1.78949 -3.67828
-1.69543 -3.45711
-1.6233 -3.28278
-1.57904 -3.16959
-1.51291 -3.01422
