2.1978,-1.93407,-0.175824,-2.28571,-0.214457,-0.028125,-0.195266,-2,0.157137,0,0
0.087912,-0.087912,0,0,0.005274,0.010547,-0.0792683,-5.72561,0.365668,0.284466,-0.106298
0.087912,0,0,0,-0.005274,0.010547,-0.838323,0.748503,0.135537,0.188246,0.0346732
0.087912,0,0,0,0,0,-0.142857,0,0.122449,0,0
0.087912,0,0,0,0,0,-0.152439,-0.20122,0.129201,0.16073,0.0303019
0.087912,0,0,0.439561,-0.052735,-0.10547,-0.977654,0,0.021847,0,0
-0.087912,0,0,0.791208,-0.047462,-0.017579,-0.934132,-0.0359281,0.0615296,0.0346373,-0.0036215
0.087912,0.087912,0,1.31868,-0.128322,0.172268,-0.883333,-0.388889,0.103056,0.237654,0.000925926
0.087913,-0.087912,0,0.703296,-0.021094,-0.042188,-0.0457143,-0.582857,0.0436245,0.243135,0.0133551
0.351648,-0.263736,0,1.75824,-0.036915,-0.066798,-0.0714286,-0.917582,0.0663265,0.0756249,0.000392465
0.43956,-0.351648,0.087912,0.527473,-0.028125,0.042189,-0.239362,-0.00531915,0.182068,0.00529086,-0.0012732
0.615385,-0.175824,0,0.263736,0,0,-0.850267,0,0.127313,0,0
0.263736,0,0,0,0.003515,0.007031,-0.983516,-0.32967,0.0162118,0.220988,-6.03792e-05
0.791209,-0.087912,0.175824,0,0.029884,0.059766,-0.869565,0,0.113422,0,0
0.263736,0,0,-0.175824,0.075587,0.087892,-0.0201342,0,0.0197288,0,0
0.791209,-0.087913,0.087912,-0.967033,0.156448,-0.200393,-0.134615,-0.0384615,0.116494,0.0369822,0.0204635
0.879121,-0.175824,0.087912,-0.879121,0.007031,0.014062,-0.138554,-0.0963855,0.119357,0.0870954,-0.00130643
0.263736,0.087912,0,-0.703297,0.007031,0.014063,-0.738095,0,0.193311,0,0
1.05495,0.087912,0.087913,-1.40659,0.028126,0.056251,-0.819209,0,0.148106,0,0
0.615385,0.087913,0.087912,-0.879121,0,0,-0.845304,0,0.130765,0,0
0.175824,0,0,-0.175824,0,0,-0.439306,-0.50289,0.246316,0.249992,-0.0764142
0.615385,-0.087913,0.087912,-0.791209,0,0,-0.140449,-0.0337079,0.120723,0.0325716,-0.00473425
0.527472,0,0,-0.439561,0.112502,-0.056251,-0.565217,0,0.245747,0,0
0.087912,0,0,-0.175824,0.001758,0.003515,-0.197674,0,0.158599,0,0
0.351649,0.087913,0,-0.263736,0,0,0.0222222,5.18889,0.288395,0.15321,0.0402469
0.087912,0.087912,0,-0.175824,-0.005274,0.010548,-0.236994,2.9422,0.180828,0.0544622,-0.0136991
0.175824,0,0,-0.087912,-0.017578,0.035156,-0.084507,3.21127,0.161873,0.166634,0.0108113
0.087912,0.087912,0,-0.087912,-0.005273,0.010547,-0.142857,7.50311,0.507542,0.473593,0.065661
0.087912,0.087912,0,0,0,0,-0.491329,2.14451,0.249925,0.123626,0.0305389
0.087912,0,0,0,0.001758,0.003516,0,0,0,0,0
-0.087912,0,0,0.087912,0.008789,0.017578,-0.656716,-2.97015,0.22544,0.178213,0.079305
0.087912,0,0,0.087912,0.003516,-0.007031,-0.384106,-1.2053,0.236569,0.163151,0.0535941
-0.087912,0,0,0,0,0,0,-1,0,0,0
0.087912,0,0,-0.087912,0,0,-0.0852273,-0.880682,0.0779636,0.105081,0.0101692
-0.087912,0,0,-0.087912,0,0,-0.343195,0,0.225412,0,0
0.087912,0,0,-0.087912,0,0,-0.662651,-0.554217,0.223545,0.247061,-0.0600232
-0.087912,0,0,-0.087912,0,0,-0.888235,-0.0882353,0.0992734,0.0804498,0.00397924
0.087912,0,0,0,-0.001758,-0.003515,-0.0116279,0,0.0114927,0,0
-0.087912,0,0,0,-0.005273,-0.003516,-0.228916,0,0.176513,0,0
0.087912,0,-0.087912,0,0,0,-0.975904,0,0.0235157,0,0
-0.087912,0,0,0,0,0,-0.935065,0,0.0607185,0,0
-0.087912,-0.087912,0,0,0,0,-0.882353,-0.0326797,0.103806,0.0316118,0.00384468
-0.087912,0,0,0,0.001758,0.003516,-1,0,0,0,0
-0.087912,-0.087912,-0.087912,0,0,0,-0.881657,0,0.104338,0,0
-0.175824,0.087912,0,0,0.007031,-0.007032,-0.785714,0,0.168367,0,0
-0.087912,0,0,-1.14286,0.370905,-0.052735,-0.0060241,-0.861446,0.00598781,0.119357,0.000834664
-0.087913,0,0,-8.87912,1.78069,0.080861,-0.438596,-1,0.24623,0,0
-0.351648,0,0,-6.32967,1.90726,-0.031641,-0.888889,-1,0.0987654,0,0
-0.175824,0.087912,0,-0.703297,0.258402,-0.07383,-0.54878,-1,0.24762,0,0
-1.14286,0.175824,-0.175825,1.31868,0.430671,0.165237,-0.423313,-1,0.244119,0,0
-2.10989,0.43956,-0.263736,6.68132,-0.026368,-0.066798,-0.0125,-0.975,0.0123438,0.024375,0.0003125
-1.23077,0.439561,0,2.72528,-0.43946,0.035157,-0.217391,-0.521739,0.170132,0.249527,-0.0140427
-3.07692,0.703297,-0.351648,3.42857,-0.602939,0.045704,-0.296296,-0.617284,0.208505,0.236244,-0.0038866
-2.10989,0.527472,-0.175824,0,-0.341021,0.028125,-0.169697,-0.909091,0.1409,0.0826446,-0.00275482
-3.51648,1.14286,-0.263737,-1.84615,-0.441217,-0.031641,-1,-0.742331,0,0.191276,0
-3.86813,0.791209,-0.263736,-2.28571,-0.353326,0.010547,-0.981366,-0.708075,0.0182863,0.206705,0.0131939
-1.84615,0.43956,-0.175824,-0.967033,-0.302349,-0.021094,-0.994048,-0.529762,0.00591695,0.249114,0.00315334
-3.16484,0.967033,-0.175824,0.615385,-0.595907,-0.003515,-0.41358,-0.530864,0.242532,0.249047,-0.00350556
-2.9011,0.967033,-0.175825,4.83517,-0.710168,0.042188,-0.210191,-0.821656,0.166011,0.146537,-0.026208
-1.40659,0.351649,-0.087912,2.1978,-0.202151,-0.02461,-1,-1,0,0,0
-2.46154,0.703296,-0.175824,3.42857,-0.38321,0,-0.940741,-1,0.0557476,0,0
-1.84615,0.527473,-0.087912,1.40659,-0.393756,-0.014063,-1,-1,0,0,0
-0.703296,0.175824,-0.087912,0.351648,-0.161721,0.007032,-0.798851,-1,0.160688,0,0
-1.14286,0.175824,0,0,-0.191605,-0.045704,-0.488506,-1,0.249868,0,0
-1.05495,0.263737,-0.087912,0,-0.117775,0.073829,-1.26797,-3.69935,0.196164,0.210261,0.0282797
-0.175824,0,0,0,-0.114259,-0.045704,0.0666667,0.666667,9.06222,1.95556,0.0722222
-0.351648,0,0,0.43956,-0.014063,-0.028125,-6.93421,-17.9474,4.42988,1.54986,1.02285
-0.087912,-0.087913,0,0.791209,-0.029883,0.045704,-3.67925,-11.0849,1.38768,1.03996,0.291385
-0.087912,0,0,0.087912,-0.028126,0.007031,-4.04494,3.5618,0.312587,0.381012,-0.0646383
0.087912,0,0,0,-0.010547,-0.021094,-0.646341,11.1707,1.1798,1.53183,-0.133551
0.087912,-0.087912,0,0,0.082619,-0.059767,-0.0900901,-15.982,1.3072,0.882558,0.0556773
0.087912,-0.175824,0,0.087912,0,0,1.0241,-2.27711,14.6982,13.381,11.1392
0.351648,-0.263736,0.087912,0.351649,-0.033399,-0.045704,-0.141509,-11.1792,1.12148,1.35466,0.34256
0.351649,-0.263736,-0.087912,0.087912,-0.043946,0.038673,0.628866,-5.75258,0.85195,0.454246,-0.258688
0.087912,-0.175824,0,-0.175824,-0.001758,0.003515,0.217391,2.44565,0.365784,0.247046,0.12051
0.527472,-0.175825,0,-1.31868,0.189846,0.225004,0.0449438,5.42697,0.492362,0.357026,0.0482262
0.527473,-0.263736,0.087912,-1.05494,0.174027,-0.291801,-0.382979,2.8617,0.555455,0.374491,-0.0636034
0.351648,-0.175824,0,-0.615384,0.035156,0.049219,-0.731707,-6.2561,0.391434,0.214902,0.105294
0.527473,-0.087912,0,-0.615385,0.086135,-0.031641,-0.032967,-3.38462,0.0758363,0.236686,0.0202874
0.43956,-0.087912,0,-0.43956,0.021094,0,-0.837209,-5.05814,0.252569,0.380341,0.102488
0.175824,0,0,0,0.024609,-0.014063,-0.333333,-3.21839,0.222222,0.170696,0.111111
0.351649,0,0,-0.087912,0.028126,0.028126,0,-1,0,0,0
0.175824,-0.087912,0,0,0.005273,0.003515,-0.0813953,0.77907,0.0747701,0.17212,0.0634127
0.175824,0,0,0,0,0,-0.0689655,0,0.0642093,0,0
0.087912,-0.087912,0,0,0,0,-0.0731707,-1,0.0678168,0,0
0.087912,-0.087912,0,0,0,0,-0.457831,-3.10843,0.248222,0.0966759,0.034693
0.087912,0.087912,0,0.087912,0,0,-0.506024,-2,0.249964,0,0
0.087912,0,0,-0.087912,-0.001758,-0.003515,-0.877778,0,0.107284,0,0
0.087912,0,0,0.087912,-0.003515,-0.007032,-0.0952381,0.0595238,0.0861678,0.0559807,0.00566893
0.175825,0,0,-0.087912,0,0,-0.0638298,0.840426,0.0597555,0.13411,0.0536442
0.087912,0.087912,0.087912,0.087912,0,0,-0.270833,-1.14583,0.197483,0.124566,-0.0394965
0.087912,0,0,0,0,0,-0.938144,-1.60825,0.0580295,0.238282,-0.0242321
0.087912,-0.087912,0,0,0,0,-0.363636,-1,0.231405,0,0
0.087912,0,0,0,0,0,0,-0.272727,0,0.198347,0
0.087912,-0.087912,0,0,0,0,-0.020202,1,0.0197939,0,0
0.087912,0,0,0,0,0,-0.1875,0,0.152344,0,0
-0.087912,0,0,0,0.052735,-0.098439,-0.6,0,0.24,0,0
0.087912,0,0,0,0.182816,-0.035157,-0.181818,-0.040404,0.14876,0.0387716,-0.00734619
-0.087912,0,0,0.087912,0.866615,0.073829,-0.0681818,0,0.0635331,0,0
0.175824,-0.087912,-0.967033,2.28571,1.95999,-0.080861,-0.535354,0,0.24875,0,0
