2.1978,-1.93407,-0.175824,-2.28571,-0.214457,-0.028125
0.087912,-0.087912,0,0,0.005274,0.010547
0.087912,0,0,0,-0.005274,0.010547
0.087912,0,0,0,0,0
0.087912,0,0,0,0,0
0.087912,0,0,0.439561,-0.052735,-0.10547
-0.087912,0,0,0.791208,-0.047462,-0.017579
0.087912,0.087912,0,1.31868,-0.128322,0.172268
0.087913,-0.087912,0,0.703296,-0.021094,-0.042188
0.351648,-0.263736,0,1.75824,-0.036915,-0.066798
0.43956,-0.351648,0.087912,0.527473,-0.028125,0.042189
0.615385,-0.175824,0,0.263736,0,0
0.263736,0,0,0,0.003515,0.007031
0.791209,-0.087912,0.175824,0,0.029884,0.059766
0.263736,0,0,-0.175824,0.075587,0.087892
0.791209,-0.087913,0.087912,-0.967033,0.156448,-0.200393
0.879121,-0.175824,0.087912,-0.879121,0.007031,0.014062
0.263736,0.087912,0,-0.703297,0.007031,0.014063
1.05495,0.087912,0.087913,-1.40659,0.028126,0.056251
0.615385,0.087913,0.087912,-0.879121,0,0
0.175824,0,0,-0.175824,0,0
0.615385,-0.087913,0.087912,-0.791209,0,0
0.527472,0,0,-0.439561,0.112502,-0.056251
0.087912,0,0,-0.175824,0.001758,0.003515
0.351649,0.087913,0,-0.263736,0,0
0.087912,0.087912,0,-0.175824,-0.005274,0.010548
0.175824,0,0,-0.087912,-0.017578,0.035156
0.087912,0.087912,0,-0.087912,-0.005273,0.010547
0.087912,0.087912,0,0,0,0
0.087912,0,0,0,0.001758,0.003516
-0.087912,0,0,0.087912,0.008789,0.017578
0.087912,0,0,0.087912,0.003516,-0.007031
-0.087912,0,0,0,0,0
0.087912,0,0,-0.087912,0,0
-0.087912,0,0,-0.087912,0,0
0.087912,0,0,-0.087912,0,0
-0.087912,0,0,-0.087912,0,0
0.087912,0,0,0,-0.001758,-0.003515
-0.087912,0,0,0,-0.005273,-0.003516
0.087912,0,-0.087912,0,0,0
-0.087912,0,0,0,0,0
-0.087912,-0.087912,0,0,0,0
-0.087912,0,0,0,0.001758,0.003516
-0.087912,-0.087912,-0.087912,0,0,0
-0.175824,0.087912,0,0,0.007031,-0.007032
-0.087912,0,0,-1.14286,0.370905,-0.052735
-0.087913,0,0,-8.87912,1.78069,0.080861
-0.351648,0,0,-6.32967,1.90726,-0.031641
-0.175824,0.087912,0,-0.703297,0.258402,-0.07383
-1.14286,0.175824,-0.175825,1.31868,0.430671,0.165237
-2.10989,0.43956,-0.263736,6.68132,-0.026368,-0.066798
-1.23077,0.439561,0,2.72528,-0.43946,0.035157
-3.07692,0.703297,-0.351648,3.42857,-0.602939,0.045704
-2.10989,0.527472,-0.175824,0,-0.341021,0.028125
-3.51648,1.14286,-0.263737,-1.84615,-0.441217,-0.031641
-3.86813,0.791209,-0.263736,-2.28571,-0.353326,0.010547
-1.84615,0.43956,-0.175824,-0.967033,-0.302349,-0.021094
-3.16484,0.967033,-0.175824,0.615385,-0.595907,-0.003515
-2.9011,0.967033,-0.175825,4.83517,-0.710168,0.042188
-1.40659,0.351649,-0.087912,2.1978,-0.202151,-0.02461
-2.46154,0.703296,-0.175824,3.42857,-0.38321,0
-1.84615,0.527473,-0.087912,1.40659,-0.393756,-0.014063
-0.703296,0.175824,-0.087912,0.351648,-0.161721,0.007032
-1.14286,0.175824,0,0,-0.191605,-0.045704
-1.05495,0.263737,-0.087912,0,-0.117775,0.073829
-0.175824,0,0,0,-0.114259,-0.045704
-0.351648,0,0,0.43956,-0.014063,-0.028125
-0.087912,-0.087913,0,0.791209,-0.029883,0.045704
-0.087912,0,0,0.087912,-0.028126,0.007031
0.087912,0,0,0,-0.010547,-0.021094
0.087912,-0.087912,0,0,0.082619,-0.059767
0.087912,-0.175824,0,0.087912,0,0
0.351648,-0.263736,0.087912,0.351649,-0.033399,-0.045704
0.351649,-0.263736,-0.087912,0.087912,-0.043946,0.038673
0.087912,-0.175824,0,-0.175824,-0.001758,0.003515
0.527472,-0.175825,0,-1.31868,0.189846,0.225004
0.527473,-0.263736,0.087912,-1.05494,0.174027,-0.291801
0.351648,-0.175824,0,-0.615384,0.035156,0.049219
0.527473,-0.087912,0,-0.615385,0.086135,-0.031641
0.43956,-0.087912,0,-0.43956,0.021094,0
0.175824,0,0,0,0.024609,-0.014063
0.351649,0,0,-0.087912,0.028126,0.028126
0.175824,-0.087912,0,0,0.005273,0.003515
0.175824,0,0,0,0,0
0.087912,-0.087912,0,0,0,0
0.087912,-0.087912,0,0,0,0
0.087912,0.087912,0,0.087912,0,0
0.087912,0,0,-0.087912,-0.001758,-0.003515
0.087912,0,0,0.087912,-0.003515,-0.007032
0.175825,0,0,-0.087912,0,0
0.087912,0.087912,0.087912,0.087912,0,0
0.087912,0,0,0,0,0
0.087912,-0.087912,0,0,0,0
0.087912,0,0,0,0,0
0.087912,-0.087912,0,0,0,0
0.087912,0,0,0,0,0
-0.087912,0,0,0,0.052735,-0.098439
0.087912,0,0,0,0.182816,-0.035157
-0.087912,0,0,0.087912,0.866615,0.073829
0.175824,-0.087912,-0.967033,2.28571,1.95999,-0.080861
0.175824,-0.175825,-0.527473,1.05495,0.696105,0.014063
0.527473,-0.351648,-1.23077,1.84615,1.30959,0.165237
0.703297,-0.263736,-1.40659,0.967033,0.662705,-0.108986
0.43956,-0.263737,-0.703296,0.351648,0.072072,0.052735
1.14286,-0.43956,-1.40659,0.263737,0.096681,-0.059766
1.05495,-0.43956,-1.49451,0,-0.450007,0.035156
0.527473,-0.175825,-0.703297,-0.351649,-0.441218,-0.003515
1.23077,-0.527472,-1.31868,-1.14286,-0.773449,0
1.05495,-0.351648,-1.31868,-1.23077,-0.966812,0
0.527473,-0.263737,-0.615384,-0.703297,-0.550204,0.08086
1.14286,-0.351648,-1.14286,-1.14286,-1.16721,-0.091407
0.879121,-0.263736,-0.967033,-1.49451,-0.935171,-0.04922
0.527472,-0.263737,-0.439561,-0.527473,-0.485164,0.063282
0.967033,-0.351648,-0.879121,-1.31868,-0.900014,0.056251
0.703297,-0.351648,-0.791208,-1.14286,-0.94396,-0.045704
0.703297,-0.175824,-0.615385,-0.527473,-0.755871,-0.049219
0.351648,-0.175825,-0.175824,-0.351648,-0.351568,0.035157
0.615384,-0.087912,-0.615385,-0.703297,-0.613486,0.024609
0.263737,-0.087912,-0.263736,-0.263736,-0.298833,0
0.43956,-0.175824,-0.351648,-0.527473,-0.409577,0.02461
0.087912,-0.087912,-0.175825,-0.175824,-0.175784,-0.021094
0.175824,-0.087912,-0.263736,-0.175824,-0.283012,-0.010547
0.175825,0.087912,-0.175824,0,-0.001758,-0.003516
0.087912,-0.087912,-0.087912,0,-0.082618,-0.052735
0.263736,-0.087912,-0.175824,-0.087912,-0.084377,0.063282
0.263736,-0.263737,-0.175824,-0.087912,0.001758,0.003516
0.087912,0,0,0,0,0
0.087912,-0.087912,-0.087913,-0.175824,-0.047461,-0.087892
0.087912,-0.087912,-0.087912,0.087912,-0.029884,0.052735
-0.087912,0.087912,0,-0.087912,-0.001757,-0.003516
-0.087912,0,0,0,-0.005274,-0.010547
-0.087912,0.087913,0,0,-0.003516,-0.007031
-0.087912,0,0.087912,-0.087912,0,0
-0.087912,0,0.087912,0,0,0
-0.087912,0,0,0.175824,-1.27971,0.084376
-0.175824,0.087912,0,5.01099,-6.84151,-0.007031
-0.087912,0.087912,0,4.04396,-4.16608,-0.028125
-0.263737,0.087912,0.175825,8.87912,-8.33919,-0.063283
-0.087912,-0.175824,1.14286,3.16484,-3.34868,-0.003515
0.175825,0.175824,0.879121,-0.615385,0.080861,0.077345
0.43956,0.43956,2.10989,-4.21978,2.86704,0.08086
0.703297,0.615385,2.37363,-3.69231,3.24497,-0.070313
0.703296,0.175824,1.23077,-0.351648,1.45373,-0.038673
1.67033,0.351649,2.54945,0.351648,2.44515,0.116018
1.75824,0.351648,2.46154,0.967033,2.14281,-0.151175
0.879121,0,1.49451,-0.087912,1.47307,0.147659
1.84615,0.087912,2.02198,-2.63736,1.6805,-0.182815
1.75824,0.087912,1.84615,-3.42857,1.93011,0.091407
0.791209,-0.087912,0.879121,-1.31868,0.791027,-0.168752
1.75824,0.087912,1.31868,-1.40659,1.75257,0.200393
1.31868,0,1.23077,-1.05495,1.23752,-0.168752
0.615385,0,0.527473,-0.351648,0.52911,0.017578
1.40659,-0.087912,0.791208,-1.05495,0.805091,0.084376
0.879121,0.087912,0.791209,-1.05495,0.611728,0.007032
0.703297,-0.087912,0.527473,-0.879121,0.675011,-0.021094
0.43956,-0.087912,0.175824,-0.175824,0.270707,-0.014063
0.527473,-0.087912,0.263736,-0.439561,0.15469,0.014063
0.175824,-0.087912,0.175824,-0.175824,0.022852,-0.010547
0.263736,0,0.175825,-0.263736,0.123049,-0.007032
0.175824,0.087912,0.087912,0,0.061524,-0.003515
0.087912,-0.087912,0.087912,0,0.001758,0.003515
0.087913,0,0,0.175824,-0.140627,-0.091407
-0.087913,0,-0.087912,0,0.001758,0.003516
-0.087912,-0.087912,0,0.087912,0.189847,-0.098439
-0.087912,-0.087912,0,0.175824,0.017578,0.028125
-0.087912,-0.087912,-0.087912,0.087912,0,0
-0.263736,0,-0.087913,0.351649,-0.337505,0.063282
-0.175824,0,0,0.175824,-0.151174,-0.021094
-0.351649,-0.087913,0,0.43956,-0.028126,-0.035156
-0.263736,0,0,0.263736,-0.014062,0.014062
-0.175824,0,-0.087912,0.087913,-0.005274,0.010547
-0.175824,0,0,0.351648,0,0
-0.175824,0,0,0.175824,0,0
-0.087913,0,-0.087912,0,0,0
-0.087912,0,0,-0.087912,0,0
-0.175824,-0.087912,-0.087912,0,0,0
0.175824,-0.175824,0.087912,0,0,0
0.087912,0,-0.087912,0,-0.049219,-0.098439
-0.087912,0.087912,0.791209,-1.49451,-2.04085,0.144143
-0.175824,0.087912,0.527473,-0.615384,-0.989664,-0.186331
-0.175824,0.175825,1.40659,-1.14286,-1.48713,0.26016
-0.263736,0.087912,0.615385,-0.615385,-0.580087,-0.112501
-0.791209,0.351648,1.40659,-0.879121,-0.896498,-0.035157
-0.703297,0.351648,1.49451,-0.175824,-0.46407,0.021094
-0.351648,0.087912,0.791208,-0.087912,-0.084377,0.014063
-0.879121,0.351649,1.49451,-0.087912,0.003516,0.014062
-1.05495,0.175824,1.58242,0,0.731262,0
-0.175824,0.175824,0.351649,0.087912,0.156447,0.003516
-0.967033,0.175824,1.84615,0.527472,0.982633,-0.010547
-0.791209,0.263737,0.967033,0.615385,0.685557,-0.021094
-0.879121,0.263736,1.31868,0.703297,0.919351,0.031641
-0.43956,0.087912,0.791209,0.615384,0.646885,0.014063
-0.703297,0.263736,1.14286,0.879121,1.06877,0.014062
-0.703297,0.175824,1.14286,0.615385,0.947475,-0.059766
-0.351648,0.087912,0.43956,0.43956,0.43946,0.021094
-0.703297,0.175825,0.791209,0.703297,0.901772,0.031641
-0.351648,0.087912,0.439561,0.527473,0.339263,0.010547
-0.43956,0.087912,0.791209,0.703296,0.926382,0.010547
-0.351649,0,0.703296,0.351649,0.604697,-0.077345
-0.175824,0,0.263736,0.263736,0.290044,0.017579
-0.615385,0.263736,0.615385,0.351648,0.428912,0
-0.351648,0.175824,0.439561,0.527473,0.458797,0.031641
-0.175824,0.087912,0.175824,0.175824,0.142385,0.017578
-0.263736,0.087912,0.43956,0.175824,0.395514,-0.031641
-0.175825,0,0.263736,0.263736,0.314653,0.038673
-0.175824,0.087913,0.263736,0.175825,0.270708,-0.028125
-0.175824,0,0.175824,0,0.047461,0.052735
-0.087912,0,0.263736,0,-0.045703,-0.091407
-0.087912,0,0.087912,0,0.133595,0.021094
-0.087912,-0.087913,0.087912,0.087912,0,0
-0.087912,0.087913,0,0,0.001757,0.003516
0.087912,0,0.087912,0,0,0
-0.087912,-0.087913,0.087912,0,0.01582,-0.010548
0.087912,0,0.087912,0,0.010547,0.014062
-0.087912,0,-0.087912,0,0.015821,0.031641
0.087912,0,0.087912,0,0.054493,-0.010547
0.263736,-0.175824,-1.84615,0.879121,1.33069,-0.066798
0.527473,-0.615384,-2.37363,0.087912,-0.657433,-0.126564
0.527472,-0.527473,-2.46154,-1.31868,-2.75278,0.035157
0.263736,-0.43956,-1.14286,-0.87912,-1.28498,0.003515
0.703297,-0.879121,-2.37363,-1.49451,-2.86176,-0.070313
0.175824,-0.439561,-1.31868,-0.703297,-1.13381,0.193362
0.615385,-0.967033,-2.10989,-1.40659,-2.73168,-0.196878
0.615384,-0.967033,-2.28571,-0.615385,-2.49262,0.035157
0.351649,-0.791208,-1.84615,-0.43956,-1.71565,0.239066
0.263736,-0.439561,-0.703297,-0.351648,-1.01076,-0.101955
0.527473,-0.879121,-1.40659,-0.175825,-1.33068,-0.073829
0.175824,-0.263736,-0.615385,-0.43956,-0.675011,0.056251
0.351648,-0.615385,-1.05495,-0.527473,-1.26389,-0.045704
0.263736,-0.527472,-0.967033,-0.703296,-0.915834,-0.031641
0.175825,-0.439561,-0.351648,0,-0.307622,-0.02461
0.175824,-0.43956,-0.703297,-0.351649,-0.543173,0.066798
0.087912,-0.351648,-0.527472,-0.175824,-0.383209,0
0.087912,-0.087913,-0.263736,-0.087912,-0.179299,-0.014062
-0.087912,0,0,0.087912,-0.036914,-0.052735
0.087912,0,0.087912,-0.087912,0.001757,0.003516
-0.087912,0.087912,0,-0.087913,0.13008,0
-0.087912,0.087912,0,-0.175824,0.063282,-0.021094
-0.087912,0.087913,0.087912,0,0,0
-0.087912,0.087912,0,-0.087912,-0.008789,-0.017578
-0.087913,0.087912,0,0.087912,-0.031641,-0.042188
-0.087912,0.087912,0,0,0.694347,0.179299
-0.087912,0.087912,0,0.087912,0.877162,-0.28477
-0.087912,0.087912,-0.351648,0.087912,2.39242,0.291802
-0.175824,0.087912,-1.23077,0.087913,2.52777,0.140627
-0.087912,0,-2.10989,0,0.381452,-0.116017
-0.087912,0.087912,-1.84615,0,-0.339264,-0.123049
-0.087912,0.087912,-1.75824,0.087912,-1.09689,-0.021094
-0.087912,0,-1.49451,0,-1.63128,0.126565
-0.087912,0.087912,-0.703297,0,-0.826184,-0.147659
-0.175825,0.175825,-1.05495,0.175824,-1.36408,0.007031
-0.087912,0,-0.791208,0.351648,-0.958022,0.017578
-0.087912,0.087912,-0.615385,0.087912,-0.720715,0.04922
0.087912,0.087912,-0.351648,0.087912,-0.188089,-0.052735
0.087912,0.087912,-0.087912,0,0.014063,-0.028126
0.087913,0,0,-0.087912,0,0
0.087912,0,0,0,0,0
-0.087912,0,0.087912,0.087912,0.001758,0.003516
0.087912,0,0,0,0.01582,-0.02461
-0.087912,0,0,0,0.001758,0.003516
0.087912,0,0,0,0.036914,-0.031641
0.087912,-0.087912,0,0.175825,0,0
0.175824,-0.175824,0,3.51648,0.258403,-0.080861
0.791209,-0.703297,0,5.0989,0.272465,0.073829
1.05495,-0.967033,0,2.46154,0.196878,0
0.791209,-0.791209,0,0.615385,0.121291,-0.010547
1.31868,-1.23077,0.087912,0.087912,0.108986,0
